Fighter,KD,Sig. str.,Sig. str. %,Total str.,Td,Td %,Sub. att,Pass,Rev.
win,Shane Burgos,77,0,0,0,Featherweight,KO/TKO,3,1:59
win,Patrick Cummins,73,3,0,1,Light Heavyweight,U-DEC,3,5:00
win,Gregor Gillespie,8,0,0,1,Lightweight,KO/TKO,1,0:21
win,Desmond Green,57,1,0,0,Lightweight,S-DEC,3,5:00
win,Katlyn Chookagian,105,0,0,0,Women's Bantamweight,S-DEC,3,5:00
win,Magomed Bibulatov,51,2,0,9,Flyweight,U-DEC,3,5:00
win,Jimi Manuwa,6,0,0,0,Light Heavyweight,KO/TKO,1,3:05
win,Gunnar Nelson,8,1,1,5,Welterweight,SUB,2,0:46
win,Marlon Vera,67,0,0,0,Catch Weight,KO/TKO,3,3:50
win,Arnold Allen,32,3,1,6,Featherweight,S-DEC,3,5:00
win,Joe Duffy,51,0,0,2,Lightweight,U-DEC,3,5:00
win,Francimar Barroso,28,7,0,0,Light Heavyweight,U-DEC,3,5:00
win,Tim Johnson,52,1,0,1,Heavyweight,S-DEC,3,5:00
win,Leon Edwards,53,3,0,1,Welterweight,U-DEC,3,5:00
win,Marc Diakiese,6,0,0,0,Lightweight,KO/TKO,1,0:30
win,Bradley Scott,72,0,0,0,Middleweight,S-DEC,3,5:00
win,Lina Lansberg,80,1,0,0,Women's Bantamweight,U-DEC,3,5:00
nc,Vitor Belfort,10,0,0,0,Middleweight,Overturned,1,3:52
win,Mauricio Rua,94,2,0,0,Light Heavyweight,KO/TKO,3,0:59
win,Edson Barboza,30,0,0,0,Lightweight,KO/TKO,2,3:35
win,Ray Borg,36,0,0,1,Flyweight,U-DEC,3,5:00
draw,Bethe Correia,43,2,0,1,Women's Bantamweight,M-DEC,3,5:00
win,Alex Oliveira,12,6,1,1,Welterweight,SUB,2,2:38
win,Kevin Lee,15,1,1,3,Lightweight,SUB,2,3:12
win,Sergio Moraes,39,0,0,0,Welterweight,U-DEC,3,5:00
win,Joe Soto,54,1,2,6,Bantamweight,U-DEC,3,5:00
win,Michel Prazeres,24,2,1,2,Lightweight,SUB,1,1:42
win,Jeremy Kennedy,46,8,0,1,Featherweight,U-DEC,3,5:00
win,Paulo Costa,22,0,0,0,Middleweight,KO/TKO,1,1:17
win,Tyron Woodley,54,1,0,1,Welterweight,M-DEC,5,5:00
win,David Teymur,90,2,0,0,Lightweight,U-DEC,3,5:00
win,Daniel Kelly,74,0,0,0,Middleweight,S-DEC,3,5:00
win,Cynthia Calvillo,13,1,3,2,Women's Strawweight,SUB,1,3:19
win,Alistair Overeem,55,0,0,0,Heavyweight,KO/TKO,3,1:44
win,Marcin Tybura,50,1,0,3,Heavyweight,KO/TKO,3,3:46
win,Darren Elkins,28,0,1,0,Featherweight,KO/TKO,3,3:19
win,Iuri Alcantara,23,1,1,0,Bantamweight,SUB,2,3:13
win,Mark Godbeer,92,0,0,0,Heavyweight,U-DEC,3,5:00
win,Tyson Pedro,23,0,0,1,Light Heavyweight,KO/TKO,1,4:10
win,Albert Morales,56,1,0,1,Bantamweight,S-DEC,3,5:00
win,Derrick Lewis,39,0,0,1,Heavyweight,KO/TKO,2,3:12
win,Johny Hendricks,51,0,0,0,Middleweight,U-DEC,3,5:00
win,Gavin Tucker,55,1,0,0,Featherweight,U-DEC,3,5:00
win,Elias Theodorou,38,1,0,0,Middleweight,U-DEC,3,5:00
win,Sara McMann,7,2,1,2,Women's Bantamweight,SUB,1,1:14
win,Paul Felder,23,0,0,0,Lightweight,KO/TKO,1,4:44
win,Santiago Ponzinibbio,53,0,0,2,Welterweight,U-DEC,3,5:00
win,Randa Markos,48,0,0,0,Women's Strawweight,S-DEC,3,5:00
win,Aiemann Zahabi,44,0,0,1,Bantamweight,U-DEC,3,5:00
win,Thiago Santos,27,1,0,0,Middleweight,KO/TKO,2,2:21
win,Gerald Meerschaert,3,0,1,0,Middleweight,SUB,1,1:34
win,Germaine de Randamie,80,0,0,0,Women's Featherweight,U-DEC,5,5:00
win,Anderson Silva,43,0,0,0,Middleweight,U-DEC,3,5:00
win,Jacare Souza,7,1,1,2,Middleweight,SUB,1,3:41
win,Glover Teixeira,24,3,1,11,Light Heavyweight,U-DEC,3,5:00
win,Dustin Poirier,97,3,0,1,Lightweight,M-DEC,3,5:00
win,Belal Muhammad,71,2,0,2,Welterweight,U-DEC,3,5:00
win,Wilson Reis,34,6,2,6,Flyweight,U-DEC,3,5:00
win,Islam Makhachev,43,5,0,12,Lightweight,U-DEC,3,5:00
win,Rick Glenn,52,0,0,0,Featherweight,S-DEC,3,5:00
win,Ryan LaFlare,29,1,0,2,Welterweight,U-DEC,3,5:00
win,Chan Sung Jung,17,0,0,0,Featherweight,KO/TKO,1,2:29
win,Felice Herrig,60,2,0,2,Women's Strawweight,U-DEC,3,5:00
win,James Vick,25,1,3,2,Lightweight,SUB,3,0:49
win,Volkan Oezdemir,82,0,0,0,Light Heavyweight,S-DEC,3,5:00
win,Marcel Fortuna,15,0,0,0,Heavyweight,KO/TKO,1,3:10
win,Jessica Andrade,131,2,0,0,Women's Strawweight,U-DEC,3,5:00
nc,Adam Milstead,1,0,0,0,Heavyweight,Overturned,2,0:59
win,Chas Skelly,21,2,1,2,Featherweight,SUB,2,2:01
win,Ricardo Ramos,45,0,1,3,Bantamweight,U-DEC,3,5:00
win,Tecia Torres,81,1,0,2,Women's Strawweight,U-DEC,3,5:00
nc,Alex Morono,45,0,0,0,Welterweight,Overturned,2,5:00
win,Khalil Rountree Jr.,3,0,0,0,Light Heavyweight,KO/TKO,1,0:52
win,Valentina Shevchenko,13,2,1,2,Women's Bantamweight,SUB,2,4:29
win,Jorge Masvidal,58,0,0,0,Welterweight,KO/TKO,2,1:00
win,Francis Ngannou,8,0,0,0,Heavyweight,KO/TKO,1,1:32
win,Jason Knight,31,2,4,2,Featherweight,SUB,2,4:21
win,Sam Alvey,36,0,0,0,Middleweight,U-DEC,3,5:00
win,Raphael Assuncao,39,0,0,0,Bantamweight,S-DEC,3,5:00
win,Jingliang Li,37,0,0,1,Welterweight,KO/TKO,2,4:45
win,Jordan Johnson,39,4,2,5,Light Heavyweight,U-DEC,3,5:00
win,Eric Spicely,1,1,1,0,Middleweight,SUB,1,2:14
win,Marcos Rogerio de Lima,12,0,0,0,Light Heavyweight,KO/TKO,1,2:27
win,Alexandre Pantoja,37,1,2,2,Flyweight,S-DEC,3,5:00
win,Jason Gonzalez,4,0,1,0,Lightweight,SUB,1,3:54
win,Yair Rodriguez,55,0,0,0,Featherweight,KO/TKO,2,0:24
win,Joe Lauzon,20,1,1,0,Lightweight,S-DEC,3,5:00
win,Ben Saunders,49,0,0,0,Welterweight,U-DEC,3,5:00
win,Sergio Pettis,48,2,0,0,Flyweight,U-DEC,3,5:00
win,Drakkar Klose,68,2,0,0,Lightweight,U-DEC,3,5:00
win,Augusto Mendes,42,4,0,1,Bantamweight,S-DEC,3,5:00
win,Aleksei Oleinik,7,0,1,0,Heavyweight,SUB,1,2:57
win,Anthony Rocco Martin,20,2,0,4,Lightweight,U-DEC,3,5:00
win,Nina Ansaroff,48,1,2,5,Women's Strawweight,SUB,3,3:39
win,Walt Harris,32,0,0,0,Heavyweight,KO/TKO,2,2:41
win,Joachim Christensen,41,0,0,0,Light Heavyweight,KO/TKO,3,2:05
win,Cyril Asker,19,1,0,2,Heavyweight,KO/TKO,1,2:41
win,Amanda Nunes,27,0,0,0,Women's Bantamweight,KO/TKO,1,0:48
win,Cody Garbrandt,68,1,0,0,Bantamweight,U-DEC,5,5:00
win,TJ Dillashaw,71,5,1,8,Bantamweight,U-DEC,3,5:00
win,Dong Hyun Kim,36,3,0,0,Welterweight,S-DEC,3,5:00
win,Ray Borg,21,4,1,12,Flyweight,U-DEC,3,5:00
win,Neil Magny,50,1,2,0,Welterweight,U-DEC,3,5:00
win,Antonio Carlos Junior,28,4,0,1,Middleweight,U-DEC,3,5:00
win,Alex Garcia,14,1,0,2,Welterweight,KO/TKO,1,3:34
win,Niko Price,6,1,2,2,Welterweight,SUB,1,4:30
nc,Alex Oliveira,6,1,0,1,Welterweight,CNC,1,3:33
win,Michelle Waterson,12,1,2,1,Women's Strawweight,SUB,1,3:21
win,Mickey Gall,9,2,3,4,Welterweight,SUB,2,1:40
win,Urijah Faber,70,5,1,4,Bantamweight,U-DEC,3,5:00
win,Alan Jouban,69,2,0,0,Welterweight,U-DEC,3,5:00
win,Paul Craig,31,1,3,3,Light Heavyweight,SUB,2,1:59
win,Mizuto Hirota,57,6,0,6,Featherweight,U-DEC,3,5:00
win,Colby Covington,76,12,0,3,Welterweight,U-DEC,3,5:00
win,Alex Morono,111,0,0,0,Welterweight,U-DEC,3,5:00
win,Josh Emmett,87,8,1,2,Lightweight,U-DEC,3,5:00
win,Leslie Smith,169,0,0,0,Women's Bantamweight,U-DEC,3,5:00
win,Eddie Wineland,9,0,0,0,Bantamweight,KO/TKO,1,3:04
win,Hector Sandoval,33,2,2,0,Flyweight,U-DEC,3,5:00
win,Sultan Aliev,15,2,0,3,Welterweight,S-DEC,3,5:00
win,Max Holloway,94,2,0,1,Featherweight,KO/TKO,3,4:50
win,Donald Cerrone,63,0,0,0,Welterweight,KO/TKO,3,0:34
win,Cub Swanson,111,2,0,1,Featherweight,U-DEC,3,5:00
win,Kelvin Gastelum,62,0,0,0,Middleweight,KO/TKO,3,2:45
win,Emil Meek,50,1,1,3,Welterweight,U-DEC,3,5:00
win,Misha Cirkunov,8,2,1,0,Light Heavyweight,SUB,1,4:38
win,Olivier Aubin-Mercier,27,0,1,1,Lightweight,SUB,2,2:57
win,Viviane Pereira,25,1,0,1,Women's Strawweight,S-DEC,3,5:00
win,Matthew Lopez,30,5,1,4,Bantamweight,U-DEC,3,5:00
win,Lando Vannata,10,0,0,0,Lightweight,KO/TKO,1,1:40
win,Rustam Khabilov,42,4,0,0,Lightweight,U-DEC,3,5:00
win,Dustin Ortiz,34,4,0,4,Flyweight,S-DEC,3,5:00
win,Derrick Lewis,39,1,0,1,Heavyweight,KO/TKO,4,3:42
win,Francis Ngannou,1,0,1,0,Heavyweight,SUB,1,1:57
win,Corey Anderson,66,5,0,4,Light Heavyweight,KO/TKO,2,2:36
win,Gian Villante,60,0,0,0,Light Heavyweight,KO/TKO,2,2:54
win,Justine Kish,51,1,1,1,Women's Strawweight,U-DEC,3,5:00
win,Randy Brown,42,1,0,0,Welterweight,KO/TKO,2,1:25
win,Gerald Meerschaert,14,0,1,1,Middleweight,SUB,1,4:12
win,Andrew Sanchez,74,0,0,0,Middleweight,U-DEC,3,5:00
win,Shane Burgos,73,1,0,2,Featherweight,U-DEC,3,5:00
win,Marc Diakiese,9,6,0,3,Lightweight,U-DEC,3,5:00
win,Ryan Janes,82,0,0,1,Middleweight,U-DEC,3,5:00
win,Juliana Lima,56,4,0,2,Women's Strawweight,U-DEC,3,5:00
win,Demetrious Johnson,28,5,3,11,Flyweight,U-DEC,5,5:00
win,Joseph Benavidez,69,0,0,0,Flyweight,S-DEC,3,5:00
win,Jorge Masvidal,44,0,0,0,Welterweight,KO/TKO,1,4:05
win,Jared Cannonier,59,0,0,1,Light Heavyweight,U-DEC,3,5:00
win,Sara McMann,14,2,1,2,Women's Bantamweight,SUB,2,2:52
win,Brandon Moreno,54,5,0,1,Flyweight,S-DEC,3,5:00
win,Ryan Hall,46,0,0,0,Featherweight,U-DEC,3,5:00
win,Rob Font,26,1,1,1,Bantamweight,KO/TKO,1,3:47
win,Dong Hyun Ma,21,4,0,8,Lightweight,U-DEC,3,5:00
win,Jamie Moyle,73,3,0,2,Women's Strawweight,U-DEC,3,5:00
win,Anthony Smith,48,0,1,0,Middleweight,KO/TKO,2,3:27
win,Devin Clark,47,1,0,1,Light Heavyweight,U-DEC,3,5:00
win,Robert Whittaker,33,0,0,0,Middleweight,KO/TKO,1,4:07
win,Andrew Holbrook,30,2,3,1,Lightweight,S-DEC,3,5:00
win,Omari Akhmedov,23,3,0,2,Welterweight,U-DEC,3,5:00
win,Alexander Volkanovski,50,3,0,0,Lightweight,KO/TKO,2,2:06
win,Tyson Pedro,4,2,1,3,Light Heavyweight,SUB,1,4:07
win,Danielle Taylor,45,0,0,0,Women's Strawweight,S-DEC,3,5:00
win,Daniel Kelly,39,4,0,4,Middleweight,U-DEC,3,5:00
win,Damien Brown,34,0,1,0,Lightweight,S-DEC,3,5:00
win,Jonathan Meunier,74,1,0,2,Welterweight,U-DEC,3,5:00
win,Ben Nguyen,105,0,0,0,Flyweight,U-DEC,3,5:00
win,Jason Knight,59,4,4,1,Featherweight,U-DEC,3,5:00
win,Marlon Vera,36,1,2,2,Featherweight,U-DEC,3,5:00
win,Jenel Lausa,56,1,1,0,Flyweight,U-DEC,3,5:00
win,Ryan Bader,86,5,1,9,Light Heavyweight,KO/TKO,3,3:51
win,Thomas Almeida,41,0,0,0,Bantamweight,KO/TKO,2,1:37
win,Claudia Gadelha,34,6,1,2,Women's Strawweight,U-DEC,3,5:00
win,Krzysztof Jotko,42,1,0,5,Middleweight,U-DEC,3,5:00
win,Kamaru Usman,71,1,1,2,Welterweight,U-DEC,3,5:00
win,Sergio Moraes,35,1,0,1,Welterweight,S-DEC,3,5:00
win,Cezar Ferreira,10,1,1,2,Middleweight,SUB,2,2:11
win,Gadzhimurad Antigulov,0,1,1,1,Light Heavyweight,SUB,1,1:07
win,Johnny Eduardo,26,0,0,0,Bantamweight,KO/TKO,2,0:46
win,Luis Henrique,31,6,2,4,Heavyweight,SUB,3,2:12
win,Pedro Munhoz,28,0,1,0,Bantamweight,SUB,2,1:55
nc,Francimar Barroso,0,0,0,0,Light Heavyweight,Overturned,1,1:34
win,Gegard Mousasi,20,1,0,1,Middleweight,KO/TKO,1,4:37
win,Stevie Ray,49,1,0,0,Lightweight,S-DEC,3,5:00
win,Alexander Volkov,45,1,0,0,Heavyweight,S-DEC,3,5:00
win,Artem Lobov,82,1,0,2,Featherweight,U-DEC,3,5:00
win,Jack Marshman,42,0,0,0,Middleweight,KO/TKO,2,3:40
win,Kyoji Horiguchi,55,4,0,1,Flyweight,U-DEC,3,5:00
win,Kevin Lee,20,7,2,11,Lightweight,SUB,2,4:31
win,Amanda Cooper,69,2,1,5,Women's Strawweight,U-DEC,3,5:00
win,Justin Ledet,3,1,1,1,Heavyweight,SUB,1,2:16
win,Zak Cummings,24,0,1,1,Welterweight,SUB,2,4:02
win,Marion Reneau,48,1,1,1,Women's Bantamweight,KO/TKO,3,3:03
win,Brett Johns,49,11,0,3,Bantamweight,U-DEC,3,5:00
win,Abdul Razak Alhassan,12,0,0,0,Welterweight,KO/TKO,1,0:53
win,Conor McGregor,32,0,0,0,Lightweight,KO/TKO,2,3:04
draw,Tyron Woodley,61,1,2,1,Welterweight,M-DEC,5,5:00
win,Joanna Jedrzejczyk,171,1,0,0,Women's Strawweight,U-DEC,5,5:00
win,Yoel Romero,18,2,0,0,Middleweight,KO/TKO,3,0:24
win,Raquel Pennington,43,1,3,1,Women's Bantamweight,U-DEC,3,5:00
win,Frankie Edgar,40,5,2,5,Featherweight,U-DEC,3,5:00
win,Khabib Nurmagomedov,94,2,1,6,Lightweight,SUB,3,2:31
win,Tim Boetsch,14,0,0,0,Middleweight,KO/TKO,1,3:22
win,Vicente Luque,9,0,0,0,Welterweight,KO/TKO,1,1:19
win,Jim Miller,28,4,1,5,Catch Weight,U-DEC,3,5:00
win,Liz Carmouche,27,4,0,1,Women's Bantamweight,S-DEC,3,5:00
win,Tony Ferguson,199,0,0,0,Lightweight,U-DEC,5,5:00
win,Diego Sanchez,46,0,0,2,Lightweight,U-DEC,3,5:00
win,Ricardo Lamas,11,1,1,2,Featherweight,SUB,2,2:13
win,Martin Bravo,56,0,0,0,Lightweight,KO/TKO,2,1:55
win,Beneil Dariush,60,0,0,0,Lightweight,U-DEC,3,5:00
win,Alexa Grasso,65,1,0,0,Women's Strawweight,U-DEC,3,5:00
win,Erik Perez,36,3,0,7,Bantamweight,S-DEC,3,5:00
win,Joe Soto,2,1,1,0,Catch Weight,SUB,1,1:37
win,Max Griffin,15,0,0,0,Welterweight,KO/TKO,1,0:54
win,Douglas Silva de Andrade,72,1,0,0,Bantamweight,KO/TKO,3,2:33
win,Sam Alvey,63,0,0,0,Middleweight,U-DEC,3,5:00
win,Polo Reyes,50,0,0,0,Lightweight,S-DEC,3,5:00
win,Enrique Barzola,72,7,0,1,Featherweight,U-DEC,3,5:00
win,Michael Bisping,119,0,0,0,Middleweight,U-DEC,5,5:00
win,Gegard Mousasi,57,1,0,2,Middleweight,KO/TKO,2,2:43
win,Jimi Manuwa,32,0,1,0,Light Heavyweight,KO/TKO,2,2:38
win,Stefan Struve,9,2,1,4,Heavyweight,SUB,2,1:41
win,Mirsad Bektic,4,4,2,1,Featherweight,SUB,1,4:22
win,Iuri Alcantara,26,0,2,2,Bantamweight,SUB,1,1:59
win,Damian Stasiak,10,4,1,5,Bantamweight,SUB,3,2:56
win,Leon Edwards,16,3,1,6,Welterweight,SUB,3,3:01
win,Marc Diakiese,48,1,0,0,Lightweight,KO/TKO,2,4:40
win,Mike Perry,90,0,0,5,Welterweight,KO/TKO,3,4:40
win,Leonardo Santos,23,0,0,0,Lightweight,S-DEC,3,5:00
win,John Lineker,93,0,0,0,Bantamweight,S-DEC,5,5:00
win,Alex Oliveira,48,4,1,2,Lightweight,KO/TKO,3,3:30
win,Zak Ottow,65,0,1,0,Welterweight,S-DEC,3,5:00
win,Brandon Moreno,8,1,2,0,Flyweight,SUB,1,2:23
win,Henrique da Silva,44,0,1,3,Light Heavyweight,SUB,2,4:43
win,Andre Fili,45,1,0,3,Featherweight,U-DEC,3,5:00
win,Shamil Abdurakhimov,47,1,0,1,Heavyweight,S-DEC,3,5:00
win,Elizeu Zaleski dos Santos,34,1,2,2,Welterweight,U-DEC,3,5:00
win,Nate Marquardt,24,2,0,0,Middleweight,KO/TKO,2,4:44
win,Ion Cutelaba,89,0,0,0,Light Heavyweight,U-DEC,3,5:00
win,Curtis Blaydes,52,5,0,3,Heavyweight,KO/TKO,2,2:02
win,Ketlen Vieira,13,4,0,3,Women's Bantamweight,S-DEC,3,5:00
win,Cris Cyborg,84,2,0,4,Catch Weight,KO/TKO,2,2:29
win,Renan Barao,64,3,0,0,Featherweight,U-DEC,3,5:00
win,Roy Nelson,36,0,0,0,Heavyweight,KO/TKO,2,4:10
win,Francisco Trinaldo,32,1,0,1,Lightweight,KO/TKO,3,2:25
win,Eric Spicely,5,1,1,2,Middleweight,SUB,1,2:58
win,Godofredo Pepey,24,1,2,1,Featherweight,SUB,1,3:03
win,Michel Prazeres,67,5,0,0,Lightweight,U-DEC,3,5:00
win,Rani Yahya,10,7,1,6,Bantamweight,U-DEC,3,5:00
win,Jussier Formiga,8,1,2,8,Flyweight,U-DEC,3,5:00
win,Erick Silva,55,0,2,4,Welterweight,SUB,3,3:57
win,Alan Patrick,7,5,1,6,Lightweight,U-DEC,3,5:00
win,Vicente Luque,11,0,0,0,Welterweight,KO/TKO,1,1:00
win,Gregor Gillespie,41,5,0,8,Lightweight,U-DEC,3,5:00
win,Michael Johnson,14,0,0,0,Lightweight,KO/TKO,1,1:35
win,Derek Brunson,4,0,0,0,Middleweight,KO/TKO,1,1:41
win,Evan Dunham,144,3,2,4,Lightweight,U-DEC,3,5:00
win,Roan Carneiro,33,2,0,2,Welterweight,S-DEC,3,5:00
win,Islam Makhachev,12,4,2,7,Lightweight,U-DEC,3,5:00
win,Chas Skelly,1,0,1,0,Featherweight,SUB,1,0:19
win,Gabriel Benitez,39,0,1,0,Featherweight,SUB,2,1:20
win,Belal Muhammad,66,3,0,5,Welterweight,KO/TKO,3,4:19
win,Antonio Carlos Junior,32,7,1,5,Middleweight,SUB,3,4:46
win,Jose Quinonez,56,5,0,5,Bantamweight,U-DEC,3,5:00
win,Randy Brown,12,1,1,0,Welterweight,SUB,3,0:18
draw,Alejandro Perez,61,1,0,0,Bantamweight,M-DEC,3,5:00
win,Stipe Miocic,34,1,0,0,Heavyweight,KO/TKO,1,4:27
win,Fabricio Werdum,84,0,1,1,Heavyweight,U-DEC,3,5:00
win,Mickey Gall,20,1,2,3,Welterweight,SUB,1,2:14
win,Jimmie Rivera,54,0,0,0,Bantamweight,U-DEC,3,5:00
win,Jessica Andrade,20,2,1,3,Women's Strawweight,SUB,1,4:38
win,Bethe Correia,49,0,0,0,Women's Bantamweight,S-DEC,3,5:00
win,Brad Tavares,46,0,0,0,Middleweight,S-DEC,3,5:00
win,Nik Lentz,38,5,1,8,Lightweight,KO/TKO,2,4:17
win,Drew Dober,20,0,0,0,Lightweight,KO/TKO,1,1:45
win,Yancy Medeiros,17,0,1,2,Welterweight,SUB,2,0:49
win,Josh Barnett,53,1,1,6,Heavyweight,SUB,3,2:53
win,Alexander Gustafsson,50,4,0,2,Light Heavyweight,U-DEC,3,5:00
win,Ryan Bader,13,0,0,0,Light Heavyweight,KO/TKO,2,2:06
win,Nick Hein,20,2,0,1,Lightweight,U-DEC,3,5:00
win,Jessin Ayari,70,0,0,0,Welterweight,S-DEC,3,5:00
win,Peter Sobotta,38,3,1,7,Welterweight,U-DEC,3,5:00
win,Ashlee Evans-Smith,73,2,0,3,Women's Bantamweight,KO/TKO,3,2:46
win,Taylor Lapilus,63,0,0,0,Bantamweight,U-DEC,3,5:00
draw,Jarjis Danho,52,1,0,1,Heavyweight,M-DEC,3,5:00
win,Jack Hermansson,88,1,0,1,Middleweight,U-DEC,3,5:00
win,Rustam Khabilov,24,2,0,0,Lightweight,U-DEC,3,5:00
win,Demian Maia,1,1,1,2,Welterweight,SUB,1,1:52
win,Anthony Pettis,53,0,1,2,Featherweight,SUB,3,1:49
win,Paige VanZant,25,0,0,0,Women's Strawweight,KO/TKO,2,0:17
win,Jim Miller,80,0,0,0,Lightweight,S-DEC,3,5:00
win,Sam Alvey,59,0,0,1,Middleweight,KO/TKO,2,4:56
win,Kyle Bochniak,41,1,0,1,Featherweight,S-DEC,3,5:00
win,Alessio Di Chirico,61,2,0,4,Middleweight,S-DEC,3,5:00
win,Felipe Silva,11,0,0,0,Lightweight,KO/TKO,1,1:13
win,Chad Laprise,17,0,0,0,Lightweight,KO/TKO,1,1:36
win,Jeremy Kennedy,27,5,0,0,Lightweight,U-DEC,3,5:00
win,Conor McGregor,164,0,0,0,Welterweight,M-DEC,5,5:00
win,Anthony Johnson,4,0,0,0,Light Heavyweight,KO/TKO,1,0:13
win,Donald Cerrone,45,1,1,0,Welterweight,KO/TKO,2,2:02
win,Mike Perry,31,0,0,3,Welterweight,KO/TKO,1,3:38
